Symbol,Name,Industry,Sector,Market Cap,P/E ttm,Price/Book,ROA%,ROE%,Debt/Equity,Price/Cash Flow,Ent Value,EBITDA(a),EBIT(a),Shares Out,Net Income(a),Beta,% Insider,% Institutional,Sales(a),Float,% Float,Price/Sales,Earnings Date,Latest Earnings
EL,Estee Lauder Companies,Cosmetics & Toiletries,Consumer Staples,32521582000,42.33,7.18,3.57%,15.60%,1.68,17.690001,36897584000,1529000000,704000000,359752000,390000000,1.17,12.78%,55.15%,N/L,N/L,N/L,N/L,N/L,2025-08-20
ELAN,Elanco Animal Health Inc,Medical - Outpatient & Hm Care,Medical,7409958000,15.63,1.15,3.57%,7.54%,0.69,6.52,11262958000,1264000000,602000000,496646000,338000000,1.67,0.89%,97.48%,N/L,N/L,N/L,N/L,N/L,2025-08-07
ELDN,Eledon Pharmaceuticals Inc,Medical - Biomedical,Medical,216773000,0,1.95,-41.62%,-79.54%,0,N/A,196223000,-80110000,-77670000,59882000,-36180000,-0.16,12.30%,56.77%,N/L,N/L,N/L,N/L,N/L,2025-08-18
ELEV,Elevation Oncology Inc,Medical - Biomedical,Medical,21617000,0,0.46,-48.14%,-74.68%,0.67,N/A,3287000,-50480000,-49050000,59224000,-44490000,1.48,8.10%,83.70%,N/L,N/L,N/L,N/L,N/L,2025-08-05
ELF,E.L.F. Beauty Inc,Cosmetics & Toiletries,Consumer Staples,6856993000,52.06,8.84,10.74%,17.98%,0.34,36.669998,6964983000,202700000,158040000,56735000,112090000,1.52,3.90%,92.44%,N/L,N/L,N/L,N/L,N/L,2025-08-06
ELTX,Elicio Therapeutics Inc,Medical - Biomedical,Medical,158210000,0,17.58,-185.70%,0.00%,0,N/A,139410000,-44230000,-45480000,15997000,-51900000,1.16,50.90%,35.03%,N/L,N/L,N/L,N/L,N/L,2025-08-12
ELV,Elevance Health Inc,Medical Services,Medical,65098960000,8.49,1.44,6.36%,17.59%,0.68,7.16,87677960000,10390000000,8997000000,225178000,5980000000,0.6,0.29%,89.24%,N/L,N/L,N/L,N/L,N/L,2025-07-17
EME,Emcor Group,Building - Heavy Construction,Construction,28424010000,25.41,8.78,14.01%,37.12%,0.08,23.34,27084460000,1537350000,1403670000,44758000,1007150000,1.24,0.83%,92.59%,N/L,N/L,N/L,N/L,N/L,2025-07-31
EMN,Eastman Chemical Company,Chemical - Diversified,Basic Materials,9041672000,9.44,1.5,6.40%,16.59%,0.8,6.18,12771672000,1800000000,1291000000,115460000,905000000,1.22,1.93%,83.65%,N/L,N/L,N/L,N/L,N/L,2025-07-31
EMR,Emerson Electric Company,Machinery - Electrical,Industrial Products,84166880000,25.45,4.29,7.57%,13.22%,0.75,16.58,88265880000,6135000000,4215000000,562500000,1968000000,1.29,0.50%,74.30%,N/L,N/L,N/L,N/L,N/L,2025-08-06
EMX,Emx Royalty Group,Mining - Misc,Basic Materials,341927000,310,2.93,0.13%,0.17%,0.3,105.510002,349707000,16030000,9500000,109242000,-3290000,0.38,4.97%,21.54%,N/L,N/L,N/L,N/L,N/L,2025-08-11
ENB,Enbridge Inc,Oil - Production & Pipeline,Oils-Energy,98052728000,21.96,2.21,3.10%,10.41%,1.45,12.25,175845760000,15365940000,11595060000,2180403000,3970840000,0.79,0.42%,54.60%,N/L,N/L,N/L,N/L,N/L,2025-08-01
ENPH,Enphase Energy Inc,Solar,Oils-Energy,4629893000,22.48,5.27,6.63%,24.55%,1.48,22.65,5468153000,211100000,138310000,130751000,102660000,1.67,3.10%,72.12%,N/L,N/L,N/L,N/L,N/L,2025-07-22
ENR,Energizer Holdings Inc,Consumer Prdts - Misc Staple,Consumer Staples,1749958000,7.13,12.88,5.77%,184.22%,23.6,3.63,4738059000,619200000,388100000,72193000,38100000,0.63,0.98%,93.74%,N/L,N/L,N/L,N/L,N/L,2025-08-04
ENSG,The Ensign Group IN,Medical - Nursing Homes,Medical,8627249000,25.33,4.1,6.81%,17.33%,0.07,20.93,8308329000,551330000,466130000,57492000,297970000,1.03,3.90%,96.12%,N/L,N/L,N/L,N/L,N/L,2025-07-24
ENTG,Entegris Inc,Electrical - Manufacturing,Computers and Technology,13906089000,30.47,3.68,5.40%,12.49%,0,16.200001,17557990000,1117910000,724690000,151400000,292790000,1.27,0.67%,N/A,N/L,N/L,N/L,N/L,N/L,2025-07-30
ENVA,Enova International Inc,Finance - Consumer Loans,Finance,2684336000,10.86,2.37,5.35%,23.51%,3.14,10.14,5925146000,721870000,665880000,25367000,209450000,1.48,8.40%,89.43%,N/L,N/L,N/L,N/L,N/L,2025-07-24
ENVX,Enovix Corp,Electronics Products - Misc,Computers and Technology,2820539000,0,11.65,-33.04%,-78.11%,0.76,N/A,2726939000,-170140000,-215100000,192004000,-222240000,2.09,15.70%,50.92%,N/L,N/L,N/L,N/L,N/L,2025-07-31
EOG,Eog Resources,Oil - US Exploration & Product,Oils-Energy,64615720000,10.21,2.2,14.17%,22.35%,0.16,6.25,62275720000,15825000000,11717000000,545787000,6403000000,0.76,0.13%,89.91%,N/L,N/L,N/L,N/L,N/L,2025-08-07
EOLS,Evolus Inc,Medical Products,Medical,614456000,0,N/A,-20.14%,-759.04%,-18.46,N/A,649016000,-31750000,-38920000,64476000,-50420000,0.97,5.90%,90.69%,N/L,N/L,N/L,N/L,N/L,2025-08-05
EOSE,Eos Energy Enterprises Inc,Industrial Services,Industrial Products,1449748000,0,N/A,-225.98%,0.00%,-0.35,N/A,2166978000,-177870000,-187000000,227590000,-685870000,2.01,3.63%,54.87%,N/L,N/L,N/L,N/L,N/L,2025-07-30
EPD,Enterprise Products Partners LP,Oil Gas Prod Pipeline MLP,Oils-Energy,68428888000,11.91,2.31,7.75%,19.90%,1.06,8.17,99536888000,9807000000,7277000000,2168903000,5901000000,0.64,32.60%,26.07%,N/L,N/L,N/L,N/L,N/L,2025-07-28
EQ,Equillium Inc,Medical - Biomedical,Medical,14384000,0,1.24,-46.75%,-74.34%,0,N/A,-3706000,-8890000,-8270000,35719000,-8070000,1.86,31.60%,27.05%,N/L,N/L,N/L,N/L,N/L,2025-08-14
EQIX,Equinix Inc,REIT - Equity Trust Retail,Finance,78395080000,22.02,5.56,2.66%,6.96%,1,26.790001,88707080000,3482000000,1453000000,97819000,815000000,0.93,0.27%,94.94%,N/L,N/L,N/L,N/L,N/L,2025-07-30
EQNR,Equinor ASA ADR,Oil - Refining and Marketing,Oils-Energy,70824928000,9.44,1.71,5.43%,16.91%,0.45,3.76,82065928000,51877000000,41971000000,2792781000,8806000000,0.58,0.01%,5.51%,N/L,N/L,N/L,N/L,N/L,2025-07-23
EQR,Equity Residential,REIT - Equity Trust Resident,Finance,25596828000,17.35,2.29,4.86%,8.93%,0.7,12.72,34011996000,3333800000,2351590000,379944000,1035830000,0.88,1.10%,92.68%,N/L,N/L,N/L,N/L,N/L,2025-08-04
EQT,Eqt Corp,Oil - US Exploration & Product,Oils-Energy,32569536000,22.14,1.34,3.70%,6.24%,0.34,10.73,41691624000,5472620000,3295200000,624057000,230580000,0.65,0.65%,90.81%,N/L,N/L,N/L,N/L,N/L,2025-07-22
EQX,Equinox Gold Corp,Mining - Gold,Basic Materials,4832118000,37.41,0.87,1.08%,2.20%,0.42,9.07,5940618000,470670000,248050000,756200000,339290000,1.11,8.35%,38.85%,N/L,N/L,N/L,N/L,N/L,2025-08-13
ERII,Energy Recovery Inc,Pollution Controls,Industrial Products,756446000,37.59,3.84,8.75%,9.96%,0,29.24,726816000,25070000,20580000,54499000,23050000,1.01,3.20%,83.58%,N/L,N/L,N/L,N/L,N/L,2025-08-06
ERJ,Embraer-Empresa Brasileira DE Aeronautica ADR,Aerospace - Defense,Aerospace,8786199000,15.98,2.52,4.76%,16.43%,0.59,12.4,9714299000,966200000,722600000,183658000,352500000,1.72,1.00%,34.65%,N/L,N/L,N/L,N/L,N/L,2025-08-05
ERO,Ero Copper Corp,Mining - Non Ferrous,Basic Materials,1465855000,15,2.1,6.44%,14.24%,0.89,10.05,1780345000,159340000,93400000,103594000,-68480000,1.18,N/A,71.30%,N/L,N/L,N/L,N/L,N/L,2025-07-31
ES,Eversource Energy,Utility - Electric Power,Utilities,24475190000,14.47,1.56,2.81%,11.04%,1.8,7.13,51308880000,6539300000,4762930000,367385000,811650000,0.62,0.41%,79.99%,N/L,N/L,N/L,N/L,N/L,2025-07-31
ESPR,Esperion Theraptc,Medical - Drugs,Medical,299281000,0,N/A,-29.47%,0.00%,-0.33,62.02,295491000,-38410000,-39970000,198199000,-51750000,0.7,1.70%,47.39%,N/L,N/L,N/L,N/L,N/L,2025-08-05
ESTA,Establishment Labs Holdings Inc,Medical Services,Medical,1226370000,0,32.279999,-26.64%,-196.25%,5.72,N/A,1355600000,-50520000,-58100000,28917000,-84600000,0.8,11.09%,72.91%,N/L,N/L,N/L,N/L,N/L,2025-08-07
ESTC,Elastic N.V.,Internet - Software,Computers and Technology,9483376000,0,9.99,-1.61%,-4.46%,0.61,182.130005,9321896000,48000000,-54930000,105535000,-108110000,1.07,15.90%,97.03%,N/L,N/L,N/L,N/L,N/L,2025-09-04
ET,Energy Transfer LP,Oil Gas Prod Pipeline MLP,Oils-Energy,60811104000,13.42,1.44,3.88%,11.47%,1.3,6.35,124528104000,19692000000,14527000000,3431778000,4448000000,0.79,3.28%,38.22%,N/L,N/L,N/L,N/L,N/L,2025-08-06
ETN,Eaton Corp,Machinery - Electrical,Industrial Products,153456128000,34.61,8.12,11.31%,23.41%,0.5,29.049999,162053120000,5750000000,4829000000,391300000,3794000000,1.17,0.30%,82.97%,N/L,N/L,N/L,N/L,N/L,2025-08-05
ETOR,Etoro Group Ltd Cl A,Insurance - Brokers,Finance,5331094000,0,N/A,0.00%,0.00%,0,N/A,5152404000,155910000,144570000,81916000,192380000,N/A,N/A,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-12
ETR,Entergy Corp,Utility - Electric Power,Utilities,37977036000,22.4,2.5,2.65%,11.43%,1.94,9.39,65210016000,7583220000,5139660000,430774000,1061180000,0.59,0.39%,88.07%,N/L,N/L,N/L,N/L,N/L,2025-07-30
ETSY,Etsy Inc,Internet Commerce,Retail-Wholesale,6513453000,27.23,N/A,12.30%,-39.60%,-2.51,17.5,7990353000,397860000,289790000,104282000,303280000,1.74,2.80%,99.53%,N/L,N/L,N/L,N/L,N/L,2025-07-30
EU,Encore Energy Corp,Mining - Misc,Basic Materials,568656000,0,1.92,-13.96%,-16.08%,0,N/A,528956000,-73350000,-77950000,187058000,-61390000,1.86,N/A,20.86%,N/L,N/L,N/L,N/L,N/L,2025-08-13
EVER,Everquote Inc Cl A,Insurance - Multi Line,Finance,918464000,21.74,6.18,22.81%,35.40%,0,24.360001,816344000,43660000,37990000,35724000,32170000,0.34,29.79%,91.54%,N/L,N/L,N/L,N/L,N/L,2025-08-04
EVGO,Evgo Inc,Auto - Truck Original Parts,Auto-Tires-Trucks,1105085000,0,N/A,-5.67%,0.00%,-2.08,53.189999,1684415000,-47880000,-113680000,306968000,-44330000,2.34,58.79%,17.44%,N/L,N/L,N/L,N/L,N/L,2025-08-05
EVLV,Evolv Technologies Hldgs Inc,IT Services,Computers and Technology,1118453000,0,9.09,-16.59%,-34.13%,0,N/A,1081433000,-57040000,-74420000,163996000,-54020000,1.7,11.30%,66.65%,N/L,N/L,N/L,N/L,N/L,2025-08-14
EVTL,Vertical Aerospace Ltd,Aerospace - Defense,Aerospace,672879000,0,N/A,0.00%,0.00%,0,N/A,641879000,-61250000,-63770000,96678000,-998350000,1.26,74.80%,81.17%,N/L,N/L,N/L,N/L,N/L,2025-08-05
EW,Edwards Lifesciences Corp,Medical Instruments,Medical,46928000000,29.49,4.37,11.67%,15.25%,0.06,27.76,44480500000,1541200000,1386000000,586600000,4174600000,1.11,1.29%,79.46%,N/L,N/L,N/L,N/L,N/L,2025-07-24
EWBC,East West Bancorp,Banks - West,Finance,14280048000,12.12,1.74,1.56%,15.09%,0.45,10.44,12092078000,1951520000,1739180000,137825000,1165590000,0.93,1.04%,89.53%,N/L,N/L,N/L,N/L,N/L,2025-07-22
EWCZ,European Wax Center Cl A,Cosmetics & Toiletries,Consumer Staples,283754000,9.47,2.81,3.35%,23.65%,3.83,6.48,604814000,93200000,67330000,55205000,10460000,1.5,5.03%,82.14%,N/L,N/L,N/L,N/L,N/L,2025-08-13
EXAS,Exact Sciences Cor,Medical - Biomedical,Medical,9147057000,0,3.84,-1.68%,-3.75%,0,8.66,8795317000,892440000,-191880000,188638000,-1028860000,0.95,1.20%,88.82%,N/L,N/L,N/L,N/L,N/L,2025-08-06
EXC,Exelon Corp,Utility - Electric Power,Utilities,44409488000,15.96,1.6,2.58%,10.29%,1.71,7.2,88301488000,11955000000,8359000000,1009536000,2460000000,0.39,0.10%,80.92%,N/L,N/L,N/L,N/L,N/L,2025-07-31
EXE,Expand Energy Corporation,Other Alt Energy,Oils-Energy,23362398000,36.35,1.38,3.10%,4.64%,0.3,12.08,28647398000,2610000000,938000000,237979000,-714000000,0.48,0.19%,97.93%,N/L,N/L,N/L,N/L,N/L,2025-07-29
EXEL,Exelixis Inc,Medical - Biomedical,Medical,12435485000,20.74,5.79,21.94%,28.81%,0,23.25,12218115000,790820000,762020000,272708000,521270000,0.28,2.82%,85.27%,N/L,N/L,N/L,N/L,N/L,2025-07-28
EXFY,Expensify Inc Cl A,Financial Transaction Services,Business Services,178435000,0,1.33,-5.16%,-7.60%,0,N/A,129665000,6910000,-510000,80376000,-10060000,1.75,12.27%,68.42%,N/L,N/L,N/L,N/L,N/L,2025-08-07
EXK,Endeavour Silver Corp,Mining - Silver,Basic Materials,1659064000,190,3.47,0.80%,1.18%,0.27,38.220001,1672864000,70390000,39260000,289540000,-31480000,1.5,0.80%,20.06%,N/L,N/L,N/L,N/L,N/L,2025-08-07
EXPE,Expedia Group Inc,Internet Commerce,Retail-Wholesale,23814848000,19.66,10.43,5.28%,52.59%,2.68,9.07,24506848000,3649000000,2206000000,127121000,1234000000,1.57,9.13%,90.76%,N/L,N/L,N/L,N/L,N/L,2025-08-07
EXPI,eXp World Holdings Inc,Real Estate Operations,Finance,1738942000,364.67,8.06,0.91%,1.85%,0,62.43,1570352000,-900000,-11190000,156169000,-21270000,2.52,27.96%,27.17%,N/L,N/L,N/L,N/L,N/L,2025-07-31
EZPW,Ezcorp Inc,Finance - Consumer Loans,Finance,736637000,10.8,0.87,5.97%,11.53%,0.73,6.17,884157000,191660000,156990000,55014000,83100000,0.52,2.13%,99.83%,N/L,N/L,N/L,N/L,N/L,2025-07-30
F,Ford Motor Company,Auto - Domestic,Auto-Tires-Trucks,45611020000,7.56,1.06,2.11%,13.49%,3.48,3.36,181198016000,10180000000,4313000000,3976549000,5879000000,1.49,0.48%,58.74%,N/L,N/L,N/L,N/L,N/L,2025-07-30
FANG,Diamondback Energy,Oil - US Exploration & Product,Oils-Energy,42250416000,9.04,1.02,6.53%,11.22%,0.33,6.62,55061416000,11279000000,8429000000,292168000,3338000000,1.05,0.70%,90.01%,N/L,N/L,N/L,N/L,N/L,2025-08-04
FAST,Fastenal Company,Industrial Services,Industrial Products,54799664000,46.09,14.45,24.62%,32.33%,0.06,41.450001,54743864000,1738300000,1562900000,1147637000,1150600000,0.96,0.37%,81.38%,N/L,N/L,N/L,N/L,N/L,2025-07-14
FATE,Fate Therapeutics,Medical - Biomedical,Medical,142109000,0,0.5,-34.60%,-47.17%,0,N/A,106049000,-175870000,-185750000,114604000,-186260000,2.18,5.51%,97.54%,N/L,N/L,N/L,N/L,N/L,2025-08-12
FCEL,Fuelcell Energy Inc,Other Alt Energy,Oils-Energy,128085000,0,0.21,-15.03%,-21.16%,0.23,N/A,114565000,-104560000,-140750000,22791000,-126010000,4.09,0.35%,42.78%,N/L,N/L,N/L,N/L,N/L,2025-09-04
FCNCA,First Citizens Bancs,Banks - Southeast,Finance,27854256000,11.77,1.32,1.16%,11.98%,1.7,9,43083256000,5599000000,5469000000,13289000,2777000000,0.64,13.40%,78.01%,N/L,N/L,N/L,N/L,N/L,2025-07-25
FCX,Freeport-Mcmoran Inc,Mining - Non Ferrous,Basic Materials,64510204000,30.33,2.14,3.87%,7.37%,0.32,14.6,68647200000,8774000000,6533000000,1437073000,1889000000,1.64,0.75%,80.77%,N/L,N/L,N/L,N/L,N/L,2025-07-23
FDS,Factset Research Systems Inc,Business Information,Business Services,15861545000,25.3,7.39,15.37%,31.60%,0.66,20.280001,16804534000,854440000,698850000,37807000,537130000,0.84,1.10%,91.24%,N/L,N/L,N/L,N/L,N/L,2025-09-18
FDX,Fedex Corp,Transportation - Air Freight,Transportation,57370636000,12.97,2.02,5.14%,16.34%,0.73,6.5,72447632000,13766000000,9502000000,235899000,4092000000,1.35,8.87%,84.47%,N/L,N/L,N/L,N/L,N/L,2025-09-18
FE,Firstenergy Corp,Utility - Electric Power,Utilities,24205922000,15.05,1.72,3.06%,11.49%,1.79,7.23,48074920000,5839000000,4051000000,577156000,978000000,0.39,0.17%,89.41%,N/L,N/L,N/L,N/L,N/L,2025-07-30
FETH,Fidelity Ethereum Fund,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/L,N/L,N/L,N/L,N/L,N/A
FFAI,Faraday Future Intelligent Electric Inc,Auto - Truck Original Parts,Auto-Tires-Trucks,284083000,0,1.86,-49.99%,-155.53%,0.46,N/A,363633000,-74080000,-148110000,97623000,-355850000,4.64,0.54%,71.74%,N/L,N/L,N/L,N/L,N/L,2025-08-13
FFWM,First Foundation,Banks - Southwest,Finance,409458000,255.5,0.43,-0.01%,-0.08%,1.58,32.93,906348000,-42550000,-62120000,82386000,-92410000,0.97,9.50%,73.10%,N/L,N/L,N/L,N/L,N/L,2025-07-31
FHB,First Hawaiian Inc,Banks - West,Finance,3195777000,13.7,1.2,0.99%,8.99%,0,12.02,2025587000,355000000,316990000,125719000,230130000,0.83,0.61%,97.63%,N/L,N/L,N/L,N/L,N/L,2025-07-25
FHI,Federated Investors,Finance - Investment Mgmt,Finance,3897405000,11.74,3.59,17.10%,32.17%,0.32,13.82,3796585000,417090000,394660000,79103000,268310000,0.78,3.80%,75.94%,N/L,N/L,N/L,N/L,N/L,2025-07-31
FHN,First Horizon Corp,Banks - Southwest,Finance,11569985000,12.92,1.28,1.13%,10.55%,0.14,12.01,10115985000,1789000000,1688000000,507233000,775000000,0.61,0.87%,80.28%,N/L,N/L,N/L,N/L,N/L,2025-07-16
FI,Fiserv Inc,Financial Transaction Services,Business Services,78746264000,14.87,3.01,6.69%,19.69%,1.07,9.65,102350264000,9231000000,6093000000,554434000,3131000000,0.91,0.74%,90.98%,N/L,N/L,N/L,N/L,N/L,2025-07-23
FICO,Fair Isaac and Company,IT Services,Computers and Technology,37304588000,73.31,N/A,29.91%,-51.41%,-2.25,81.339996,39362940000,826810000,812980000,24342000,512810000,1.28,3.46%,85.75%,N/L,N/L,N/L,N/L,N/L,2025-07-30
FIGS,Figs Inc Cl A,Retail - Apparel & Shoes,Retail-Wholesale,1063084000,649,2.76,0.23%,0.30%,0,286.75,977434000,2560000,1610000,162551000,2720000,1.32,22.30%,92.21%,N/L,N/L,N/L,N/L,N/L,2025-08-07
FINV,Finvolution Group ADR,Finance - Misc Services,Finance,2264055000,6.5,1.1,11.86%,18.15%,0,6.71,1340475000,391500000,381980000,253250000,326490000,0.39,44.00%,31.15%,N/L,N/L,N/L,N/L,N/L,2025-08-19
FIS,Fidelity National Information Services,Financial Transaction Services,Business Services,43050872000,14.97,2.81,8.62%,18.15%,0.72,9.3,52870872000,3452000000,1695000000,525395000,1450000000,1.06,0.21%,96.23%,N/L,N/L,N/L,N/L,N/L,2025-08-05
FITB,Fifth Third Bancorp,Banks - Major Regional,Finance,28595358000,12.63,1.5,1.15%,13.31%,0.69,9.64,42034360000,4474000000,3979000000,667492000,2314000000,0.91,0.53%,83.79%,N/L,N/L,N/L,N/L,N/L,2025-07-17
FIVE,Five Below Inc,Retail - Misc & Diversified,Retail-Wholesale,7634891000,25.86,4.06,6.89%,17.00%,0,16.93,7303171000,682790000,515340000,55058000,253610000,1.04,1.90%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-27
FIVN,Five9 Inc,Internet - Software,Computers and Technology,2199685000,63.62,3.29,1.79%,6.06%,0.65,13.11,2270625000,109180000,-36040000,76272000,-12800000,1.19,1.60%,96.64%,N/L,N/L,N/L,N/L,N/L,2025-07-31
FIX,Comfort Systems USA,Building Prdcts - Air Heating,Construction,24295304000,28.92,11.17,15.17%,40.97%,0.04,29.959999,23813694000,969180000,823010000,35275000,522430000,1.51,1.59%,96.51%,N/L,N/L,N/L,N/L,N/L,2025-07-24
FL,Footlocker Inc,Retail - Apparel & Shoes,Retail-Wholesale,2432893000,23.52,0.92,1.52%,3.65%,0.17,7.19,2477893000,204000000,2000000,95445000,12000000,1.72,0.89%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-27
FLEX,Flextronics Intl Ltd,Electronics Products - Misc,Computers and Technology,18681414000,19.18,3.65,5.47%,20.25%,0.74,12.73,20084414000,1778000000,1239000000,373703000,838000000,1.07,0.57%,94.30%,N/L,N/L,N/L,N/L,N/L,2025-07-24
FLG,Flagstar Financial Inc,Banks - Northeast,Finance,4727761000,0,0.65,-0.70%,-9.68%,1.74,N/A,4226761000,392000000,27000000,415080000,-1118000000,1.1,19.35%,67.88%,N/L,N/L,N/L,N/L,N/L,2025-07-25
FLNC,Fluence Energy Inc Cl A,Other Alt Energy,Oils-Energy,1702930000,0,3.4,-1.18%,-4.40%,0,42.029999,1254240000,3170000,-14400000,181549000,22720000,2.65,0.65%,53.16%,N/L,N/L,N/L,N/L,N/L,2025-08-06
FLNG,Flex Lng Ltd,Transportation - Ship,Transportation,1246575000,10.47,1.58,4.56%,14.83%,2.27,6.03,2619615000,346600000,268610000,53871000,117680000,0.45,0.32%,0.00%,N/L,N/L,N/L,N/L,N/L,2025-08-13
FLO,Flowers Foods,Food - Misc & Diversified,Consumer Staples,3433104000,12.85,2.41,7.28%,18.91%,1.26,7.91,4449734000,651330000,492120000,211138000,248120000,0.33,11.57%,75.45%,N/L,N/L,N/L,N/L,N/L,2025-08-15
FLR,Fluor Corp,Engineering & R&D Services,Industrial Products,9321686000,21.64,2.56,5.67%,14.59%,0.3,19.959999,7596686000,429000000,356000000,164665000,2145000000,1.34,1.70%,88.07%,N/L,N/L,N/L,N/L,N/L,2025-08-01
FLS,Flowserve Corp,Machinery - General Industrial,Industrial Products,7169179000,19.62,3.34,6.85%,17.68%,0.7,16.440001,7997929000,522180000,436580000,130729000,282760000,1.25,0.76%,93.93%,N/L,N/L,N/L,N/L,N/L,2025-07-30
FLWS,1-800-Flowers.com,Retail - Mail Order,Retail-Wholesale,405538000,0,1.25,-3.04%,-7.12%,0.5,4.68,433208000,88780000,14540000,63564000,-6110000,1.48,51.00%,38.43%,N/L,N/L,N/L,N/L,N/L,2025-09-04
FMC,FMC Corp,Agriculture Operations,Consumer Staples,5397318000,12.85,1.2,3.46%,9.12%,0.91,8.62,8405317000,667000000,490700000,124909000,341100000,0.77,0.67%,91.86%,N/L,N/L,N/L,N/L,N/L,2025-07-30
FMX,Fomento Economico Mexicano S.A.B. DE C.V. ADR,Beverages - Soft,Consumer Staples,35277600000,23.58,1.82,3.53%,7.86%,0.38,10.22,35678600000,4491030000,2606030000,357785000,1283000000,0.65,5.68%,61.00%,N/L,N/L,N/L,N/L,N/L,2025-07-28
FN,Fabrinet,Electronics - Misc Components,Computers and Technology,11067839000,33.65,5.73,13.26%,17.99%,0,32.25,10657869000,354140000,308740000,35831000,296180000,1.04,0.38%,97.38%,N/L,N/L,N/L,N/L,N/L,2025-08-18
FNB,F.N.B. Corp,Banks - Southeast,Finance,5627366000,11.14,0.86,1.04%,7.94%,0.41,9.69,6220366000,821640000,754640000,359806000,465000000,0.92,1.37%,79.25%,N/L,N/L,N/L,N/L,N/L,2025-07-17
FND,Floor & Decor Holdings Inc,Retail - Home Furniture,Retail-Wholesale,8597720000,42.77,3.81,3.95%,9.32%,0.09,19.51,8606680000,493570000,261100000,107606000,205870000,1.7,2.10%,N/A,N/L,N/L,N/L,N/L,N/L,2025-07-31
FNGR,Fingermotion Inc,Technology Services,Business Services,106934000,0,5.15,-13.12%,-44.33%,0.07,N/A,106934000,-5510000,-5670000,59408000,-5110000,-0.84,8.20%,3.90%,N/L,N/L,N/L,N/L,N/L,2025-07-18
FNKO,Funko Inc Cl A,Consumer Prdts - Misc Discr,Consumer Discretionary,240615000,0,1.13,-1.60%,-5.01%,0.55,4.14,328765000,129540000,66960000,54935000,-14720000,0.8,3.27%,99.15%,N/L,N/L,N/L,N/L,N/L,2025-08-07
FNV,Franco Nev Corp,Mining - Gold,Basic Materials,31372728000,45.56,4.98,10.82%,11.40%,0,37.130001,29921428000,1047200000,821900000,192648000,552100000,0.41,0.70%,77.06%,N/L,N/L,N/L,N/L,N/L,2025-08-11
FOA,Finance of America Companies Inc Cl A,Finance - Mortgage & Rel Svs,Finance,268734000,18.1,0.66,-0.04%,-3.12%,25.76,4.51,9839084000,169170000,129330000,11059000,15490000,1.44,25.00%,97.20%,N/L,N/L,N/L,N/L,N/L,2025-08-05
FOSL,Fossil Group,Retail - Apparel & Shoes,Retail-Wholesale,98687000,0,0.76,-4.76%,-23.80%,1.44,N/A,139927000,-65490000,-81490000,53634000,-102670000,2.39,7.80%,61.14%,N/L,N/L,N/L,N/L,N/L,2025-08-14
FOUR,Shift4 Payments Inc,Financial Transaction Services,Business Services,9465502000,27.8,9.14,7.17%,32.97%,2.8,15.26,11094602000,767600000,461700000,88620000,229600000,1.8,25.15%,98.87%,N/L,N/L,N/L,N/L,N/L,2025-08-05
FOXA,Fox Corp Cl A,Broadcast - Radio & TV,Consumer Discretionary,25479852000,12.76,2.18,8.99%,17.99%,0.62,12.66,28599852000,3850000000,3445000000,449618000,1501000000,0.51,21.77%,52.52%,N/L,N/L,N/L,N/L,N/L,2025-08-05
FPH,Five Point Holdings Llc Cl A,Real Estate Developers,Finance,813455000,5.9,0.43,2.54%,3.64%,0,10.9,406585000,178780000,159420000,148712000,68300000,1.53,21.49%,38.09%,N/L,N/L,N/L,N/L,N/L,2025-07-24
FPI,Farmland Partners Inc,REIT - Equity Trust Other,Finance,475629000,37.7,1.06,7.78%,13.98%,0,8.29,397189000,34500000,28680000,44913000,59910000,0.83,8.30%,58.00%,N/L,N/L,N/L,N/L,N/L,2025-07-23
FRO,Frontline Plc,Transportation - Ship,Transportation,4122978000,14.07,1.8,4.77%,12.67%,1.58,5.7,7453838000,1294970000,955940000,222623000,495580000,0.25,48.08%,22.70%,N/L,N/L,N/L,N/L,N/L,2025-08-29
FROG,Jfrog Ltd,Internet - Software,Computers and Technology,4759279000,0,5.96,-5.03%,-7.24%,0,N/A,4709409000,-82540000,-97430000,114571000,-69240000,1.06,14.10%,85.02%,N/L,N/L,N/L,N/L,N/L,2025-08-07
FRPT,Freshpet Inc CS,Food - Misc & Diversified,Consumer Staples,3451461000,108.71,3.33,2.11%,3.16%,0,30.34,3182831000,93740000,18040000,48777000,46930000,1.79,4.43%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-04
FRSH,Freshworks Inc Cl A,Internet - Software,Computers and Technology,4186235000,0,3.96,-3.13%,-4.41%,0,N/A,3565915000,-75220000,-107200000,295013000,-95370000,0.95,11.17%,75.58%,N/L,N/L,N/L,N/L,N/L,2025-07-29
